redshift,sfrd_popii_msun_yr_mpc3,sfrd_popiii_msun_yr_mpc3,popii_fraction_of_total_sfrd,popiii_fraction_of_total_sfrd,j21_lw_popii,j21_lw_popiii,j21_lw_total,mmol_no_feedback_msun,mmol_lw_only_msun,mmol_lw_vcb_mean_msun,matom_msun,popiii_sfrd_peak_halo_mass_msun,popiii_sfrd_p16_halo_mass_msun,popiii_sfrd_median_halo_mass_msun,popiii_sfrd_p84_halo_mass_msun,popiii_sfr_fraction_90pct_halo_mass_msun,popiii_sfr_fraction_50pct_halo_mass_msun,popiii_sfr_fraction_10pct_halo_mass_msun
2.824904520544e+01,1.318216873336e-06,2.457622571987e-05,5.090732764727e-02,9.490926723527e-01,2.910171591301e-03,1.327380031036e-01,1.356481746949e-01,2.086154165244e+05,3.344571718523e+05,1.083583354325e+06,2.007591468451e+07,1.251875025863e+06,5.702903059467e+05,1.411537348601e+06,3.965707748988e+06,7.415991132486e+06,1.607284810520e+07,3.791001242062e+07
2.871855364189e+01,9.718615896166e-07,2.102041798366e-05,4.419103469371e-02,9.558089653063e-01,2.179215252198e-03,1.155109528837e-01,1.176901681359e-01,2.036912794739e+05,3.165269831990e+05,1.025644862998e+06,1.960204483842e+07,1.251875025863e+06,5.359684321518e+05,1.311037919112e+06,3.631524768487e+06,7.275136480470e+06,1.578215990158e+07,3.717803361535e+07
2.919586546320e+01,7.107645189242e-07,1.787502685508e-05,3.824235969410e-02,9.617576403059e-01,1.618477752556e-03,9.991214359528e-02,1.015306213478e-01,1.988807354519e+05,2.997086859188e+05,9.712246905009e+05,1.913910651402e+07,1.251875025863e+06,5.053991365626e+05,1.217289307311e+06,3.351799298223e+06,7.136709314866e+06,1.549592055817e+07,3.646248776766e+07
2.968111036422e+01,5.155314026029e-07,1.510838370644e-05,3.299630079944e-02,9.670036992006e-01,1.191908122954e-03,8.587390186727e-02,8.706580999023e-02,1.941812670385e+05,2.839543031127e+05,9.200512164103e+05,1.868685744967e+07,7.551770453120e+05,4.776675507973e+05,1.134965106883e+06,3.147825454519e+06,7.000701542283e+06,1.521430528787e+07,3.575862236020e+07
3.017442019532e+01,3.707545750910e-07,1.268922811481e-05,2.838859620984e-02,9.716114037902e-01,8.701709467194e-04,7.332065131636e-02,7.419082226308e-02,1.895904085903e+05,2.692166963141e+05,8.722950541131e+05,1.824506036646e+07,7.551770453120e+05,4.501170094811e+05,1.059483291948e+06,2.945251739318e+06,6.866977718932e+06,1.493691132743e+07,3.506622873220e+07
3.067592899831e+01,2.643122188066e-07,1.058697758251e-05,2.435767762599e-02,9.756423223740e-01,6.296380410809e-04,6.217018488817e-02,6.279982292925e-02,1.851057453336e+05,2.554494028713e+05,8.278114715211e+05,1.781348288081e+07,7.551770453120e+05,4.141300621248e+05,9.895631808951e+05,2.743284722328e+06,6.735495237983e+06,1.466370858008e+07,3.438520740108e+07
3.118577304281e+01,1.867474758178e-07,8.771953268012e-06,2.084537492185e-02,9.791546250782e-01,4.514489989625e-04,5.233499049412e-02,5.278643949308e-02,1.807249124648e+05,2.426064990860e+05,7.861406070583e+05,1.739189741801e+07,7.551770453120e+05,3.845261127164e+05,9.238637053989e+05,2.540461807879e+06,6.606308804040e+06,1.439479400980e+07,3.371556339442e+07
3.170409086326e+01,1.307358882977e-07,7.215557130481e-06,1.779617120682e-02,9.822038287932e-01,3.206676498987e-04,4.372362008272e-02,4.404428773262e-02,1.764455942629e+05,2.306425096131e+05,7.472423732205e+05,1.698008112677e+07,7.551770453120e+05,3.597064630457e+05,8.617198350652e+05,2.336754392435e+06,6.478275805805e+06,1.413010954145e+07,3.305715613573e+07
3.223102329662e+01,9.066213314566e-08,5.890461791806e-06,1.515804291689e-02,9.848419570831e-01,2.255901112655e-04,3.624190386767e-02,3.646749397893e-02,1.722655232105e+05,2.195122705390e+05,7.113387846498e+05,1.657781579461e+07,7.551770453120e+05,3.386303670843e+05,8.028547690588e+05,2.133116160126e+06,6.352347060263e+06,1.386960805611e+07,3.241195803323e+07
3.276671352060e+01,6.226675852669e-08,4.770801977940e-06,1.288348292191e-02,9.871165170781e-01,1.571380309362e-04,2.979261073612e-02,2.994974876705e-02,1.681824791254e+05,2.091695285879e+05,6.778241100310e+05,1.618488776431e+07,7.551770453120e+05,3.202472792227e+05,7.470835335130e+05,1.988754556270e+06,6.228652795028e+06,1.361325730113e+07,3.177998960944e+07
3.331130709255e+01,4.234369604717e-08,3.832256641546e-06,1.092853258601e-02,9.890714674140e-01,1.083368624752e-04,2.427822141643e-02,2.438655827890e-02,1.641942883025e+05,1.995678140020e+05,6.465646533891e+05,1.580108785133e+07,7.551770453120e+05,3.039734998591e+05,6.993245419982e+05,1.869730660388e+06,6.107160211034e+06,1.336102786144e+07,3.115870561290e+07
3.386495198905e+01,2.849616720388e-08,3.051453512415e-06,9.252153498625e-03,9.907478465014e-01,7.390221928688e-05,1.960533804942e-02,1.967924026871e-02,1.602988226656e+05,1.906632661054e+05,6.178182824590e+05,1.542621126223e+07,4.555505605468e+05,2.894626661273e+05,6.562191366112e+05,1.752480605897e+06,5.987720889350e+06,1.311273298240e+07,3.054787145525e+07
3.442779864611e+01,1.897032735826e-08,2.407363619591e-06,7.818514587456e-03,9.921814854125e-01,4.987521908132e-05,1.568474542716e-02,1.573462064624e-02,1.564939989306e+05,1.824143840587e+05,5.911287900016e+05,1.506005751402e+07,4.555505605468e+05,2.762727697738e+05,6.167012477196e+05,1.636070806135e+06,5.870401046828e+06,1.286847429853e+07,2.994749479582e+07
3.500000000000e+01,1.249516701819e-08,1.881629672453e-06,6.596802258122e-03,9.934031977419e-01,3.329594553144e-05,1.242800888463e-02,1.246130483016e-02,1.527777777778e+05,1.747780622444e+05,5.663001473406e+05,1.470243035465e+07,4.555505605468e+05,2.576242862714e+05,5.800451025830e+05,1.519892394465e+06,5.755156065538e+06,1.262833731397e+07,2.935749234006e+07
