redshift,halo_mass_lower_msun,halo_mass_upper_msun,sfrd_popii_msun_yr_mpc3,sfrd_popiii_msun_yr_mpc3,popii_fraction_of_bin_sfr,popiii_fraction_of_bin_sfr,bin_fraction_of_total_sfrd
1.560584652481e+01,1.000000000000e+09,1.000000000000e+10,2.791010511403e-04,2.208589558183e-14,9.999999999209e-01,7.913225510921e-11,1.387964365110e-01
1.560584652481e+01,1.000000000000e+10,1.000000000000e+14,1.334066307813e-05,6.479339408022e-71,1.000000000000e+00,4.856834604154e-66,6.634287073541e-03
1.586522083456e+01,1.000000000000e+05,1.000000000000e+06,3.552039782459e-21,2.241186167579e-07,1.584892783046e-14,1.000000000000e+00,1.232051285394e-04
1.586522083456e+01,1.000000000000e+06,1.000000000000e+07,1.521980067274e-06,1.823689055863e-04,8.276538893512e-03,9.917234611065e-01,1.010906658801e-01
1.586522083456e+01,1.000000000000e+07,1.000000000000e+08,3.625682668932e-04,2.592193536650e-04,5.831062808354e-01,4.168937191646e-01,3.418164221398e-01
1.586522083456e+01,1.000000000000e+08,1.000000000000e+09,7.697886392971e-04,5.507524021984e-06,9.928962320690e-01,7.103767930963e-03,4.262049482531e-01
1.586522083456e+01,1.000000000000e+09,1.000000000000e+10,2.281878032605e-04,1.197366798377e-14,9.999999999475e-01,5.247286582393e-11,1.254420897291e-01
1.586522083456e+01,1.000000000000e+10,1.000000000000e+14,9.682301366758e-06,1.689052593897e-72,1.000000000000e+00,1.744474304111e-67,5.322668869305e-03
1.612890603078e+01,1.000000000000e+05,1.000000000000e+06,7.979648759595e-21,3.011943731981e-07,2.649335269735e-14,1.000000000000e+00,1.831914981961e-04
1.612890603078e+01,1.000000000000e+06,1.000000000000e+07,1.607388113631e-06,1.865381143871e-04,8.543324673015e-03,9.914566753270e-01,1.144332681782e-01
1.612890603078e+01,1.000000000000e+07,1.000000000000e+08,3.393871207390e-04,2.427213418775e-04,5.830307280081e-01,4.169692719919e-01,3.540481857182e-01
1.612890603078e+01,1.000000000000e+08,1.000000000000e+09,6.766618573818e-04,4.670484183153e-06,9.931450719447e-01,6.854928055264e-03,4.143978225603e-01
1.612890603078e+01,1.000000000000e+09,1.000000000000e+10,1.853055187530e-04,6.378600939958e-15,9.999999999656e-01,3.442207756500e-11,1.127059421631e-01
1.612890603078e+01,1.000000000000e+10,1.000000000000e+14,6.957370154709e-06,4.013778239552e-74,1.000000000000e+00,5.769102621103e-69,4.231589882017e-03
1.639697376181e+01,1.000000000000e+05,1.000000000000e+06,1.755411402221e-20,3.992373473344e-07,4.396911796809e-14,1.000000000000e+00,2.688308590486e-04
1.639697376181e+01,1.000000000000e+06,1.000000000000e+07,1.688989821578e-06,1.899599648455e-04,8.812935215388e-03,9.911870647846e-01,1.290489315764e-01
1.639697376181e+01,1.000000000000e+07,1.000000000000e+08,3.164318198845e-04,2.263503746999e-04,5.829812087457e-01,4.170187912543e-01,3.654883607975e-01
1.639697376181e+01,1.000000000000e+08,1.000000000000e+09,5.918857049299e-04,3.938747267432e-06,9.933894165422e-01,6.610583457773e-03,4.012049483741e-01
1.639697376181e+01,1.000000000000e+09,1.000000000000e+10,1.494825168917e-04,3.338152608843e-15,9.999999999777e-01,2.233139151108e-11,1.006556969129e-01
1.639697376181e+01,1.000000000000e+10,1.000000000000e+14,4.950140392489e-06,8.677320628509e-76,1.000000000000e+00,1.752944349149e-70,3.333231479992e-03
1.666949686684e+01,1.000000000000e+05,1.000000000000e+06,3.780890944375e-20,5.211585347902e-07,7.254780823837e-14,9.999999999999e-01,3.891064088800e-04
1.666949686684e+01,1.000000000000e+06,1.000000000000e+07,1.764610258720e-06,1.924044182186e-04,9.088010959105e-03,9.909119890409e-01,1.449701162755e-01
1.666949686684e+01,1.000000000000e+07,1.000000000000e+08,2.936159593395e-04,2.100490271691e-04,5.829588460672e-01,4.170411539328e-01,3.760454086353e-01
1.666949686684e+01,1.000000000000e+08,1.000000000000e+09,5.146340210075e-04,3.300007552019e-06,9.936285175909e-01,6.371482409057e-03,3.866989340790e-01
1.666949686684e+01,1.000000000000e+09,1.000000000000e+10,1.196039877756e-04,1.713406797644e-15,9.999999999857e-01,1.432566613778e-11,8.929850528205e-02
1.666949686684e+01,1.000000000000e+10,1.000000000000e+14,3.479595829243e-06,1.699706669694e-77,1.000000000000e+00,4.884781891649e-72,2.597929319177e-03
1.694654939564e+01,1.000000000000e+05,1.000000000000e+06,7.975502836496e-20,6.716360638384e-07,1.187473881452e-13,9.999999999999e-01,5.567706911661e-04
1.694654939564e+01,1.000000000000e+06,1.000000000000e+07,1.832998815019e-06,1.939187189702e-04,9.363896448816e-03,9.906361035512e-01,1.622736256677e-01
1.694654939564e+01,1.000000000000e+07,1.000000000000e+08,2.711135823927e-04,1.939730971333e-04,5.829312993205e-01,4.170687006795e-01,3.855460508358e-01
1.694654939564e+01,1.000000000000e+08,1.000000000000e+09,4.447317834146e-04,2.746485960472e-06,9.938623031588e-01,6.137696841250e-03,3.709490879598e-01
1.694654939564e+01,1.000000000000e+09,1.000000000000e+10,9.490240820400e-05,8.621306625113e-16,9.999999999909e-01,9.084391838089e-12,7.867189130311e-02
1.694654939564e+01,1.000000000000e+10,1.000000000000e+14,2.415717337332e-06,3.009138697593e-79,1.000000000000e+00,1.245650164069e-73,2.002573542405e-03
1.722820662873e+01,1.000000000000e+05,1.000000000000e+06,1.648747973012e-19,8.554179583630e-07,1.927418002968e-13,9.999999999998e-01,7.878388968935e-04
1.722820662873e+01,1.000000000000e+06,1.000000000000e+07,1.893845294438e-06,1.945730650135e-04,9.639512788536e-03,9.903604872115e-01,1.809457848994e-01
1.722820662873e+01,1.000000000000e+07,1.000000000000e+08,2.492330413466e-04,1.783353911160e-04,5.829079567711e-01,4.170920432289e-01,3.937900050899e-01
1.722820662873e+01,1.000000000000e+08,1.000000000000e+09,3.822156066418e-04,2.271780690578e-06,9.940914038654e-01,5.908596134557e-03,3.541124150409e-01
1.722820662873e+01,1.000000000000e+09,1.000000000000e+10,7.474120350959e-05,4.254211308521e-16,9.999999999943e-01,5.691922405225e-12,6.883655732280e-02
1.722820662873e+01,1.000000000000e+10,1.000000000000e+14,1.658415604362e-06,4.809056766405e-81,1.000000000000e+00,2.899789867965e-75,1.527398750000e-03
1.751454509781e+01,1.000000000000e+05,1.000000000000e+06,3.341054933122e-19,1.075602690865e-06,3.106216599769e-13,9.999999999997e-01,1.101407089429e-03
1.751454509781e+01,1.000000000000e+06,1.000000000000e+07,1.946006696589e-06,1.942783649489e-04,9.917252787054e-03,9.900827472129e-01,2.009319202011e-01
1.751454509781e+01,1.000000000000e+07,1.000000000000e+08,2.280688551603e-04,1.631946463409e-04,5.829034762640e-01,4.170965237360e-01,4.006501639017e-01
1.751454509781e+01,1.000000000000e+08,1.000000000000e+09,3.266100075737e-04,1.867128159050e-06,9.943158047975e-01,5.684195202460e-03,3.363575129404e-01
1.751454509781e+01,1.000000000000e+09,1.000000000000e+10,5.840556824204e-05,2.057418699342e-16,9.999999999965e-01,3.522641352976e-12,5.980675529213e-02
1.751454509781e+01,1.000000000000e+10,1.000000000000e+14,1.125245220533e-06,6.918760047635e-83,1.000000000000e+00,6.148668682511e-77,1.152240575229e-03
1.780564260656e+01,1.000000000000e+05,1.000000000000e+06,6.635452251849e-19,1.336245176611e-06,4.965744586391e-13,9.999999999995e-01,1.523438991221e-03
1.780564260656e+01,1.000000000000e+06,1.000000000000e+07,1.987418668287e-06,1.929747229017e-04,1.019386970353e-02,9.898061302965e-01,2.222742753190e-01
1.780564260656e+01,1.000000000000e+07,1.000000000000e+08,2.075771284149e-04,1.485451521832e-04,5.828816104015e-01,4.171183895985e-01,4.060112450932e-01
1.780564260656e+01,1.000000000000e+08,1.000000000000e+09,2.772076785080e-04,1.523321572776e-06,9.945347967311e-01,5.465203268867e-03,3.177782648107e-01
1.780564260656e+01,1.000000000000e+09,1.000000000000e+10,4.521956431484e-05,9.735786387024e-17,9.999999999978e-01,2.153003138026e-12,5.155434694861e-02
1.780564260656e+01,1.000000000000e+10,1.000000000000e+14,7.529486903271e-07,8.922679458275e-85,1.000000000000e+00,1.185031539719e-78,8.584288372456e-04
1.810157825180e+01,1.000000000000e+05,1.000000000000e+06,1.292052632683e-18,1.641593775987e-06,7.870720829857e-13,9.999999999992e-01,2.086010269541e-03
1.810157825180e+01,1.000000000000e+06,1.000000000000e+07,2.017516977723e-06,1.907281632994e-04,1.046724873326e-02,9.895327512667e-01,2.449262870931e-01
1.810157825180e+01,1.000000000000e+07,1.000000000000e+08,1.879243575265e-04,1.345059556848e-04,5.828371273620e-01,4.171628726380e-01,4.097194777469e-01
1.810157825180e+01,1.000000000000e+08,1.000000000000e+09,2.337128065332e-04,1.233799835204e-06,9.947485947796e-01,5.251405220424e-03,2.985519565481e-01
1.810157825180e+01,1.000000000000e+09,1.000000000000e+10,3.469268525260e-05,4.506654223807e-17,9.999999999987e-01,1.299021448178e-12,4.408477832552e-02
1.810157825180e+01,1.000000000000e+10,1.000000000000e+14,4.969534888523e-07,1.029103233333e-86,1.000000000000e+00,2.070824043734e-80,6.314900168322e-04
1.840243244494e+01,1.000000000000e+05,1.000000000000e+06,2.467870790599e-18,1.993932003677e-06,1.237690546140e-12,9.999999999988e-01,2.825979441904e-03
1.840243244494e+01,1.000000000000e+06,1.000000000000e+07,2.036225204557e-06,1.875865242020e-04,1.073829596359e-02,9.892617040364e-01,2.687503839406e-01
1.840243244494e+01,1.000000000000e+07,1.000000000000e+08,1.692737351005e-04,1.211821095106e-04,5.827864656233e-01,4.172135343767e-01,4.116600988084e-01
1.840243244494e+01,1.000000000000e+08,1.000000000000e+09,1.957968294252e-04,9.922935309337e-07,9.949575793823e-01,5.042420617704e-03,2.789072119000e-01
1.840243244494e+01,1.000000000000e+09,1.000000000000e+10,2.638664935878e-05,2.040696275580e-17,9.999999999992e-01,7.733821175365e-13,3.739752834656e-02
1.840243244494e+01,1.000000000000e+10,1.000000000000e+14,3.237147197389e-07,1.059412144126e-88,1.000000000000e+00,3.272672138543e-82,4.587975624725e-04
1.870828693387e+01,1.000000000000e+05,1.000000000000e+06,4.624699417885e-18,2.394494299791e-06,1.931388777280e-12,9.999999999981e-01,3.787905752541e-03
1.870828693387e+01,1.000000000000e+06,1.000000000000e+07,2.042958883230e-06,1.835701788610e-04,1.100654246816e-02,9.889934575318e-01,2.936257030424e-01
1.870828693387e+01,1.000000000000e+07,1.000000000000e+08,1.516771419201e-04,1.086113513837e-04,5.827270348945e-01,4.172729651055e-01,4.117563700988e-01
1.870828693387e+01,1.000000000000e+08,1.000000000000e+09,1.629563966227e-04,7.922657192021e-07,9.951616965423e-01,4.838303457696e-03,2.590377851845e-01
1.870828693387e+01,1.000000000000e+09,1.000000000000e+10,1.988920412879e-05,9.033253889725e-18,9.999999999995e-01,4.541787510061e-13,3.146319067846e-02
1.870828693387e+01,1.000000000000e+10,1.000000000000e+14,2.080033166335e-07,9.705016328675e-91,1.000000000000e+00,4.665798837129e-84,3.290452433697e-04
1.901922482515e+01,1.000000000000e+05,1.000000000000e+06,8.504449600736e-18,2.846074237828e-06,2.988133439275e-12,9.999999999970e-01,5.028704836665e-03
1.901922482515e+01,1.000000000000e+06,1.000000000000e+07,2.037332588490e-06,1.787646646991e-04,1.126830797809e-02,9.887316920219e-01,3.194575412516e-01
1.901922482515e+01,1.000000000000e+07,1.000000000000e+08,1.351746809048e-04,9.682879310859e-05,5.826407620818e-01,4.173592379182e-01,4.099250034957e-01
1.901922482515e+01,1.000000000000e+08,1.000000000000e+09,1.347024521930e-04,6.278171049587e-07,9.953608523192e-01,4.639147680823e-03,2.391139242675e-01
1.901922482515e+01,1.000000000000e+09,1.000000000000e+10,1.485207713406e-05,3.906128829354e-18,9.999999999997e-01,2.630021911478e-13,2.624201123277e-02
1.901922482515e+01,1.000000000000e+10,1.000000000000e+14,1.317652467651e-07,7.886864183083e-93,1.000000000000e+00,5.985541997384e-86,2.328149156840e-04
1.933533060661e+01,1.000000000000e+05,1.000000000000e+06,1.534531502876e-17,3.347122806076e-06,4.584628625167e-12,9.999999999954e-01,6.612963446909e-03
1.933533060661e+01,1.000000000000e+06,1.000000000000e+07,2.018505961902e-06,1.731598940067e-04,1.152257334388e-02,9.884774266561e-01,3.461027344358e-01
1.933533060661e+01,1.000000000000e+07,1.000000000000e+08,1.197443234422e-04,8.582025945519e-05,5.825143697149e-01,4.174856302851e-01,4.061371964618e-01
1.933533060661e+01,1.000000000000e+08,1.000000000000e+09,1.105045910960e-04,4.934163810305e-07,9.955547275825e-01,4.445272417457e-03,2.193005182809e-01
1.933533060661e+01,1.000000000000e+09,1.000000000000e+10,1.097539878667e-05,1.647729846038e-18,9.999999999998e-01,1.501293828193e-13,2.168426890684e-02
1.933533060661e+01,1.000000000000e+10,1.000000000000e+14,8.215678941143e-08,5.662302637835e-95,1.000000000000e+00,6.892069028500e-88,1.623184677612e-04
1.965669017028e+01,1.000000000000e+05,1.000000000000e+06,2.717619095080e-17,3.890995305973e-06,6.984380296962e-12,9.999999999930e-01,8.605814854120e-03
1.965669017028e+01,1.000000000000e+06,1.000000000000e+07,1.986811944960e-06,1.667884171652e-04,1.177194044076e-02,9.882280595592e-01,3.732845350503e-01
1.965669017028e+01,1.000000000000e+07,1.000000000000e+08,1.054347485921e-04,7.561109813178e-05,5.823649119821e-01,4.176350880179e-01,4.004237770757e-01
1.965669017028e+01,1.000000000000e+08,1.000000000000e+09,8.996294576569e-05,3.845657853843e-07,9.957434822633e-01,4.256517736705e-03,1.998239257035e-01
1.965669017028e+01,1.000000000000e+09,1.000000000000e+10,8.025611689153e-06,6.777109237689e-19,9.999999999999e-01,8.444352281394e-14,1.775045273928e-02
1.965669017028e+01,1.000000000000e+10,1.000000000000e+14,5.041066806503e-08,3.580922024120e-97,1.000000000000e+00,7.103500432687e-90,1.114945770742e-04
1.998339083576e+01,1.000000000000e+05,1.000000000000e+06,4.725503236989e-17,4.478596302265e-06,1.055130428824e-11,9.999999999894e-01,1.109652997460e-02
1.998339083576e+01,1.000000000000e+06,1.000000000000e+07,1.943114567523e-06,1.598283390017e-04,1.201147992833e-02,9.879885200717e-01,4.008179488378e-01
1.998339083576e+01,1.000000000000e+07,1.000000000000e+08,9.228823958157e-05,6.623372988681e-05,5.821794915308e-01,4.178205084692e-01,3.927667659909e-01
1.998339083576e+01,1.000000000000e+08,1.000000000000e+09,7.269510024589e-05,2.972782814407e-07,9.959272695665e-01,4.072730433485e-03,1.808517806857e-01
1.998339083576e+01,1.000000000000e+09,1.000000000000e+10,5.808470207966e-06,2.717237156598e-19,1.000000000000e+00,4.678059900989e-14,1.439153239509e-02
1.998339083576e+01,1.000000000000e+10,1.000000000000e+14,3.044868824529e-08,1.989738522011e-99,1.000000000000e+00,6.534726573380e-92,7.544211601000e-05
2.031552137391e+01,1.000000000000e+05,1.000000000000e+06,8.069051103588e-17,5.104809127543e-06,1.580676358676e-11,9.999999999842e-01,1.417949238604e-02
2.031552137391e+01,1.000000000000e+06,1.000000000000e+07,1.887962543437e-06,1.523594229457e-04,1.223983497321e-02,9.877601650268e-01,4.284488554676e-01
2.031552137391e+01,1.000000000000e+07,1.000000000000e+08,8.028996114588e-05,5.767599163223e-05,5.819548919798e-01,4.180451080202e-01,3.832243533582e-01
2.031552137391e+01,1.000000000000e+08,1.000000000000e+09,5.829021494314e-05,2.278658516830e-07,9.961060607493e-01,3.893939250706e-03,1.625441148399e-01
2.031552137391e+01,1.000000000000e+09,1.000000000000e+10,4.159209370696e-06,1.061212060393e-19,1.000000000000e+00,2.551475450766e-14,1.155292512008e-02
2.031552137391e+01,1.000000000000e+10,1.000000000000e+14,1.809385824200e-08,9.680865186455e-102,1.000000000000e+00,5.350359805508e-94,5.025882824653e-05
2.065317203100e+01,1.000000000000e+05,1.000000000000e+06,1.353244822521e-16,5.755915901599e-06,2.351050372562e-11,9.999999999765e-01,1.794105818259e-02
2.065317203100e+01,1.000000000000e+06,1.000000000000e+07,1.822127537735e-06,1.444192992983e-04,1.245972209898e-02,9.875402779010e-01,4.558311817551e-01
2.065317203100e+01,1.000000000000e+07,1.000000000000e+08,6.941389879058e-05,4.991450315402e-05,5.817047547725e-01,4.182952452275e-01,3.719438988813e-01
2.065317203100e+01,1.000000000000e+08,1.000000000000e+09,4.636867891378e-05,1.731414940439e-07,9.962798727569e-01,3.720127243127e-03,1.450697894333e-01
2.065317203100e+01,1.000000000000e+09,1.000000000000e+10,2.945520212473e-06,4.033922023613e-20,1.000000000000e+00,1.369510895403e-14,9.181119115041e-03
2.065317203100e+01,1.000000000000e+10,1.000000000000e+14,1.057198412570e-08,4.109899930001e-104,1.000000000000e+00,3.887538877411e-96,3.295263265528e-05
2.099643455324e+01,1.000000000000e+05,1.000000000000e+06,2.229311414227e-16,6.425866333657e-06,3.469277601486e-11,9.999999999653e-01,2.249672227696e-02
2.099643455324e+01,1.000000000000e+06,1.000000000000e+07,1.746587733087e-06,1.361322846091e-04,1.266755162279e-02,9.873324483772e-01,4.827088734462e-01
2.099643455324e+01,1.000000000000e+07,1.000000000000e+08,5.962377004654e-05,4.292533558745e-05,5.814167727542e-01,4.185832272458e-01,3.590206564109e-01
2.099643455324e+01,1.000000000000e+08,1.000000000000e+09,3.658308517303e-05,1.303820061554e-07,9.964486599558e-01,3.551340044215e-03,1.285325016177e-01
2.099643455324e+01,1.000000000000e+09,1.000000000000e+10,2.062288233900e-06,1.491268722941e-20,1.000000000000e+00,7.231136261303e-15,7.219995443801e-03
2.099643455324e+01,1.000000000000e+10,1.000000000000e+14,6.069987771517e-09,1.517024693205e-106,1.000000000000e+00,2.499221992380e-98,2.125080448692e-05
2.134540221166e+01,1.000000000000e+05,1.000000000000e+06,3.607969645566e-16,7.105474172514e-06,5.077732404320e-11,9.999999999492e-01,2.796705848626e-02
2.134540221166e+01,1.000000000000e+06,1.000000000000e+07,1.662504241342e-06,1.276015309848e-04,1.286130545463e-02,9.871386945454e-01,5.087816443190e-01
2.134540221166e+01,1.000000000000e+07,1.000000000000e+08,5.087415614458e-05,3.667590851729e-05,5.810864485488e-01,4.189135514512e-01,3.445959719651e-01
2.134540221166e+01,1.000000000000e+08,1.000000000000e+09,2.861863044223e-05,9.727792085621e-08,9.966124031451e-01,3.387596854893e-03,1.130254602490e-01
2.134540221166e+01,1.000000000000e+09,1.000000000000e+10,1.426933694826e-06,5.357125731328e-21,1.000000000000e+00,3.754291983399e-15,5.616393379006e-03
2.134540221166e+01,1.000000000000e+10,1.000000000000e+14,3.422673756136e-09,4.850720813670e-109,1.000000000000e+00,1.417231427615e-100,1.347160158328e-05
2.170016982752e+01,1.000000000000e+05,1.000000000000e+06,5.737285382837e-16,7.778526082973e-06,7.375800146730e-11,9.999999999262e-01,3.445926359733e-02
2.170016982752e+01,1.000000000000e+06,1.000000000000e+07,1.571191058002e-06,1.189008708024e-04,1.304195374213e-02,9.869580462579e-01,5.336973214683e-01
2.170016982752e+01,1.000000000000e+07,1.000000000000e+08,4.311181019810e-05,3.112659901626e-05,5.807210937618e-01,4.192789062382e-01,3.288799040702e-01
2.170016982752e+01,1.000000000000e+08,1.000000000000e+09,2.219294404716e-05,7.189062502157e-08,9.967711134585e-01,3.228886541493e-03,9.863434263498e-02
2.170016982752e+01,1.000000000000e+09,1.000000000000e+10,9.753335255501e-07,1.868492914411e-21,1.000000000000e+00,1.915747654995e-15,4.320776801576e-03
2.170016982752e+01,1.000000000000e+10,1.000000000000e+14,1.894205856393e-09,1.338571500708e-111,1.000000000000e+00,7.066663299506e-103,8.391427657629e-06
2.206083379801e+01,1.000000000000e+05,1.000000000000e+06,8.965024965102e-16,8.428564817927e-06,1.063647863878e-10,9.999999998936e-01,4.208014719286e-02
2.206083379801e+01,1.000000000000e+06,1.000000000000e+07,1.474079614134e-06,1.101162639081e-04,1.320974169992e-02,9.867902583001e-01,5.571219041031e-01
2.206083379801e+01,1.000000000000e+07,1.000000000000e+08,3.627709350083e-05,2.623457772368e-05,5.803251263359e-01,4.196748736641e-01,3.120935038103e-01
2.206083379801e+01,1.000000000000e+08,1.000000000000e+09,1.705537723974e-05,5.261052784745e-08,9.969247974360e-01,3.075202563981e-03,8.541271959208e-02
2.206083379801e+01,1.000000000000e+09,1.000000000000e+10,6.582973706452e-07,6.322122633762e-22,1.000000000000e+00,9.603748876538e-16,3.286591590487e-03
2.206083379801e+01,1.000000000000e+10,1.000000000000e+14,1.028271522230e-09,3.175620668699e-114,1.000000000000e+00,3.088309459171e-105,5.133711128736e-06
2.242749212250e+01,1.000000000000e+05,1.000000000000e+06,1.376716168743e-15,9.047245014528e-06,1.521696567655e-10,9.999999998478e-01,5.096821829014e-02
2.242749212250e+01,1.000000000000e+06,1.000000000000e+07,1.372679272351e-06,1.013638924614e-04,1.336115512895e-02,9.866388448710e-01,5.787728756435e-01
2.242749212250e+01,1.000000000000e+07,1.000000000000e+08,3.030548786884e-05,2.195524297673e-05,5.798902422240e-01,4.201097577760e-01,2.944140821937e-01
2.242749212250e+01,1.000000000000e+08,1.000000000000e+09,1.298580545139e-05,3.811527497615e-08,9.970734408035e-01,2.926559196493e-03,7.337106858586e-02
2.242749212250e+01,1.000000000000e+09,1.000000000000e+10,4.385631188225e-07,2.073320582010e-22,1.000000000000e+00,4.727530640461e-16,2.470672645082e-03
2.242749212250e+01,1.000000000000e+10,1.000000000000e+14,5.471922653830e-10,6.451448200459e-117,1.000000000000e+00,1.179009391871e-107,3.082641708022e-06
2.280024442911e+01,1.000000000000e+05,1.000000000000e+06,2.077915711012e-15,9.620407872088e-06,2.159903964770e-10,9.999999997840e-01,6.123939874921e-02
2.280024442911e+01,1.000000000000e+06,1.000000000000e+07,1.268535326375e-06,9.272773192526e-05,1.349559257474e-02,9.865044074253e-01,5.983400045457e-01
2.280024442911e+01,1.000000000000e+07,1.000000000000e+08,2.512913051257e-05,1.824036980429e-05,5.794194152336e-01,4.205805847664e-01,2.760716757748e-01
2.280024442911e+01,1.000000000000e+08,1.000000000000e+09,9.793012640984e-06,2.732944106275e-08,9.972170581397e-01,2.782941860316e-03,6.251209433968e-02
2.280024442911e+01,1.000000000000e+09,1.000000000000e+10,2.882711404916e-07,6.584358781640e-23,1.000000000000e+00,2.284085313018e-16,1.835010693035e-03
2.280024442911e+01,1.000000000000e+10,1.000000000000e+14,2.852685739193e-10,1.117830060086e-119,1.000000000000e+00,3.918518064321e-110,1.815897639410e-06
2.317919200184e+01,1.000000000000e+05,1.000000000000e+06,3.082770178713e-15,1.012324015982e-05,3.045240584147e-10,9.999999996955e-01,7.294268383031e-02
2.317919200184e+01,1.000000000000e+06,1.000000000000e+07,1.163186227736e-06,8.425975618435e-05,1.361678952857e-02,9.863832104714e-01,6.155122845999e-01
2.317919200184e+01,1.000000000000e+07,1.000000000000e+08,2.067832018656e-05,1.503984127085e-05,5.789301392576e-01,4.210698607424e-01,2.573660721531e-01
2.317919200184e+01,1.000000000000e+08,1.000000000000e+09,7.312739160179e-06,1.938839164887e-08,9.973556936221e-01,2.644306377899e-03,5.283141101172e-02
2.317919200184e+01,1.000000000000e+09,1.000000000000e+10,1.868718636822e-07,2.023048502135e-23,1.000000000000e+00,1.082585929349e-16,1.346499248265e-03
2.317919200184e+01,1.000000000000e+10,1.000000000000e+14,1.456056163306e-10,1.645092651360e-122,1.000000000000e+00,1.129827744848e-112,1.049156620313e-06
2.356443780805e+01,1.000000000000e+05,1.000000000000e+06,4.495930098146e-15,1.055240018784e-05,4.260575808538e-10,9.999999995739e-01,8.621250464598e-02
2.356443780805e+01,1.000000000000e+06,1.000000000000e+07,1.058121824352e-06,7.606240146336e-05,1.372036624291e-02,9.862796337571e-01,6.300702542606e-01
2.356443780805e+01,1.000000000000e+07,1.000000000000e+08,1.688294738301e-05,1.230543129685e-05,5.784133325179e-01,4.215866674821e-01,2.384673805657e-01
2.356443780805e+01,1.000000000000e+08,1.000000000000e+09,5.405480873423e-06,1.360543155329e-08,9.974893495347e-01,2.510650465337e-03,4.427362445790e-02
2.356443780805e+01,1.000000000000e+09,1.000000000000e+10,1.194184598956e-07,6.008126371903e-24,1.000000000000e+00,5.031153790759e-17,9.756419715816e-04
2.356443780805e+01,1.000000000000e+10,1.000000000000e+14,7.271755371876e-11,2.047687732075e-125,1.000000000000e+00,2.815946944522e-115,5.940982452863e-07
2.395608652646e+01,1.000000000000e+05,1.000000000000e+06,6.446069244521e-15,1.089838413049e-05,5.914701815908e-10,9.999999994085e-01,1.011383121165e-01
2.395608652646e+01,1.000000000000e+06,1.000000000000e+07,9.547443147035e-07,6.820295800131e-05,1.380532150043e-02,9.861946784996e-01,6.417917733682e-01
2.395608652646e+01,1.000000000000e+07,1.000000000000e+08,1.367380659432e-05,9.988534746362e-06,5.778720878653e-01,4.221279121347e-01,2.195893660794e-01
2.395608652646e+01,1.000000000000e+08,1.000000000000e+09,3.954128085196e-06,9.440992419893e-09,9.976180578072e-01,2.381942192760e-03,3.678239649384e-02
2.395608652646e+01,1.000000000000e+09,1.000000000000e+10,7.519540686869e-08,1.723044502881e-24,1.000000000000e+00,2.291422541126e-17,6.978223958755e-04
2.395608652646e+01,1.000000000000e+10,1.000000000000e+14,3.551098270635e-11,2.146417414891e-128,1.000000000000e+00,6.044376278292e-118,3.295461792675e-07
2.435424457558e+01,1.000000000000e+05,1.000000000000e+06,9.086478481141e-15,1.114158440138e-05,8.155463483818e-10,9.999999991845e-01,1.177079239382e-01
2.435424457558e+01,1.000000000000e+06,1.000000000000e+07,8.543335542598e-07,6.071862124019e-05,1.387514302524e-02,9.861248569748e-01,6.505021559401e-01
2.435424457558e+01,1.000000000000e+07,1.000000000000e+08,1.098375820930e-05,8.041542321885e-06,5.773237690147e-01,4.226762309853e-01,2.009973218641e-01
2.435424457558e+01,1.000000000000e+08,1.000000000000e+09,2.861530174128e-06,6.476306843020e-09,9.977418785885e-01,2.258121411507e-03,3.029973801566e-02
2.435424457558e+01,1.000000000000e+09,1.000000000000e+10,4.663449239460e-08,4.767092687254e-25,1.000000000000e+00,1.022224632985e-17,4.926812095527e-04
2.435424457558e+01,1.000000000000e+10,1.000000000000e+14,1.694621539474e-11,1.886315998918e-131,1.000000000000e+00,1.113119333715e-120,1.790323314206e-07
2.475902014263e+01,1.000000000000e+05,1.000000000000e+06,1.259348809815e-14,1.128146904234e-05,1.116298598775e-09,9.999999988837e-01,1.359904046949e-01
2.475902014263e+01,1.000000000000e+06,1.000000000000e+07,7.580180815831e-07,5.366887328624e-05,1.392727129059e-02,9.860727287094e-01,6.560790041932e-01
2.475902014263e+01,1.000000000000e+07,1.000000000000e+08,8.748715177208e-06,6.419821610080e-06,5.767672452454e-01,4.232327547546e-01,1.828463515070e-01
2.475902014263e+01,1.000000000000e+08,1.000000000000e+09,2.048063629628e-06,4.390505575695e-09,9.978608508222e-01,2.139149177752e-03,2.474093286123e-02
2.475902014263e+01,1.000000000000e+09,1.000000000000e+10,2.847208537678e-08,1.271090100879e-25,1.000000000000e+00,4.464337908722e-18,3.432115439969e-04
2.475902014263e+01,1.000000000000e+10,1.000000000000e+14,7.897559748844e-12,1.383536663325e-134,1.000000000000e+00,1.751853366514e-123,9.519968907578e-08
2.517052321294e+01,1.000000000000e+05,1.000000000000e+06,1.716197339038e-14,1.131614103476e-05,1.516592388839e-09,9.999999984834e-01,1.560118865015e-01
2.517052321294e+01,1.000000000000e+06,1.000000000000e+07,6.667529112107e-07,4.709212215506e-05,1.396081692221e-02,9.860391830778e-01,6.584357831955e-01
2.517052321294e+01,1.000000000000e+07,1.000000000000e+08,6.908438878419e-06,5.081063850575e-06,5.762072902083e-01,4.237927097917e-01,1.652953007904e-01
